,rt,ct,de,lr,lc
0,0.002595816736444614,0.0042314382530571895,1969,1529.712717171717,3651.1553599999997
1,0.002476541960122832,0.004069807002313257,2021,1613.9025816326528,3813.1144999999997
2,0.0023384101996799284,0.00390336734970783,1986,1693.4667777777777,3998.39816
3,0.002353039204154091,0.00400480984279646,1912,1824.709484848485,4027.79254
4,0.002603069571302722,0.004352241985244102,1864,1619.0003700000002,3466.8848100000005
5,0.0023006341705247065,0.004092521711283516,2091,1780.3981237113398,3856.43185
6,0.0026092978310263953,0.004136292731990308,2200,1657.8513434343436,3883.0810899999997
7,0.00234924018870715,0.004158372770502485,2002,1755.4760510204082,3764.928700000001
8,0.002616092171612818,0.00441341056176433,2061,1557.77028,3686.1832400000003
9,0.002348926972552685,0.004063147395323647,2188,1974.4646900000002,4025.70326
10,0.0023673169966017945,0.004157796360071748,2026,1450.491313131313,3971.9841199999996
11,0.0022976460100757315,0.004039736308676527,1886,1585.266575757576,4036.9062200000008
12,0.002477125984669876,0.00407445037648187,1955,1506.750443298969,3836.3221100000005
13,0.002506354558197784,0.0037746618042472386,1907,1715.061918367347,3890.68979
14,0.002418522838632041,0.00400431545377629,2049,1767.0459696969697,3910.3888500000003
15,0.002403118231883105,0.004225662899134642,2045,1756.03772,3802.70633
16,0.0023530960559980316,0.003821082235136438,2085,1600.61553,4043.6726
17,0.002294524159379442,0.003830142869018956,2048,1871.73403030303,4036.3029100000003
18,0.002432479231016507,0.004046326434175392,1999,1611.1566666666665,3807.1131800000003
19,0.002533470357997739,0.004119705763912939,1814,1631.6775252525254,3692.4550600000002
20,0.002454156089103964,0.003847548754002045,2057,1699.1935918367346,4199.941519999999
21,0.002355526322224116,0.0037437765528720926,2024,1573.5387474747474,3978.21466
22,0.002453017733929042,0.004303992596668501,2142,1657.2165151515153,3978.93633
23,0.0022499481660565026,0.0037547235471104726,1942,1671.8763232323233,4038.3711400000007
24,0.002513048691059414,0.003944520158476316,2074,1713.7725510204082,3999.92537
25,0.0025813181447494433,0.00427585559480131,2042,1763.1562164948455,3985.44325
26,0.002594492495319573,0.0039622358143731485,2025,1713.42223,3865.0276300000005
27,0.0024750819729964313,0.0043626893959407215,2003,1694.6371010101009,3478.63225
