,rt,ct,de,rl,cl
0,0.002184540036079547,0.002137767126793184,1486,1572.1061734693878,3844.5921000000003
1,0.002324686635612663,0.00415392921594614,2375,1843.284822857143,3982.6230171428574
2,0.0021485669437201088,0.0021505385392632894,1490,1584.2314646464645,3437.34155
3,0.0021649635952299437,0.0042945368956598074,2235,1689.6488000000002,3646.0535942857136
4,0.002272643906085294,0.004683015182959155,2126,1507.7495257142857,3605.2355
5,0.0022746549646571706,0.004351619274548673,2232,1769.0228257142858,3900.654997142857
6,0.002269215580555396,0.004242540769511115,2219,1824.6647485714286,3825.8570285714286
7,0.002065119373438039,0.0022056733397244196,1561,1888.9358585858586,3626.3837
8,0.0021752352974891056,0.0022913009530525887,1413,1619.1166666666668,3421.8145999999997
9,0.0021195141693857097,0.00211992694081176,1457,1741.4313775510204,4035.64635
10,0.0023456346783054384,0.004826357293788028,2267,1671.5057485714285,3718.4032542857144
11,0.0021424420916001372,0.0043504679497340755,2229,1488.307697142857,3775.1372742857147
12,0.002157371024270684,0.0022046491681326514,1459,1451.837575757576,3807.3474499999998
13,0.0021063475469328082,0.0022329113376235183,1526,1732.5386363636364,3769.2827500000003
14,0.0020919282142092825,0.0021719721134352446,1503,1523.7477777777779,3901.41035
15,0.0020063698303859367,0.0021666887874145033,1556,1642.5063131313132,3749.6611
16,0.002394723855020261,0.0045591581366090424,2186,1688.6854285714285,3490.9869914285714
17,0.0021077376858561862,0.002136822479707384,1555,1684.7773979591839,3812.9713500000003
18,0.0021244187588226487,0.0022095614101477114,1512,1627.960808080808,3443.9006
19,0.0021068026811119616,0.002153139767456334,1570,1690.8565656565656,4043.281
20,0.002020194988146838,0.0021409926867506893,1689,1661.1486734693879,3865.21245
21,0.0020697854624227943,0.002102511743859513,1466,1731.479292929293,3875.67435
22,0.002190668246116253,0.004201032436846064,2249,1701.3140485714287,3767.961208571429
23,0.0021696206649362997,0.004463101443054343,2275,1738.733434285714,3874.0833628571427
24,0.0019474506268343662,0.0020407174531556845,1537,1937.600303030303,4033.7680500000006
25,0.0021336103674058585,0.0021331942292046034,1518,1504.5709595959597,3777.011
26,0.0023197717529471838,0.004333233340315336,2414,1684.459817142857,3848.7892942857147
27,0.002158566100683811,0.002278067773328629,1523,1634.176363636364,3583.7564500000003
28,0.0020682375612545967,0.002084458686129842,1660,1706.9167857142857,4001.23255
29,0.0020183955251022157,0.0021160264349055,1557,1943.4276262626265,3897.5170499999995
30,0.0020713473642039247,0.0020986073415740387,1474,1911.3080303030304,4146.651800000001
31,0.002369430721991984,0.004546774692553324,2351,1713.90146,3680.4717285714287
32,0.0021773521651355225,0.00457666394809781,2191,1732.3497971428571,3829.3131571428576
33,0.0022316825385416492,0.004437471588454621,2272,1669.1544228571427,3863.752705714285
34,0.002000381709555265,0.002149009361205366,1627,1763.867448979592,3933.6392500000006
35,0.002045541554573816,0.002135252756255016,1526,1741.3841836734694,4189.998200000001
36,0.0020195162273738895,0.0021951785061457875,1535,1669.2695408163265,4022.1753000000003
37,0.002134790015145577,0.0021904992965592705,1671,1887.16101010101,3777.2975500000002
38,0.0023508120368338488,0.004523593493852212,2034,1787.62662,3851.4926657142855
39,0.0020857387937255178,0.0021472470306420867,1532,1698.9066666666665,3736.5931
40,0.0020186076865908956,0.0020865249512104595,1490,1683.5854081632654,4050.7533999999996
41,0.002157567888888913,0.004592270735748672,2319,1676.9515114285714,3987.8082971428576
42,0.0020268223403952074,0.0021893403792565443,1495,1666.9427040816327,3795.9959999999996
43,0.0021464697105510345,0.002178079037041607,1543,1679.509292929293,3534.4829999999997
44,0.0020673100957969994,0.002282749505449088,1474,1659.5002551020407,3522.1064
45,0.0023326935694389624,0.004397612573482221,2240,1734.2120485714286,3709.628865714286
46,0.0021272909062436812,0.0042842373857923,2325,1720.8966114285715,3939.416174285714
47,0.002045564778926386,0.002196839162643591,1581,1820.3688775510204,3701.97485
48,0.0021455813333611357,0.00233477086324291,1451,1614.5298989898988,3439.9180499999998
49,0.0020241215869036856,0.002153611463557626,1438,1612.4196464646463,3892.7791
50,0.0022371496456865627,0.004406122025715216,2329,1955.19238,3798.216368571428
51,0.002251909085886006,0.0044883430101172106,2256,1550.3030714285715,3877.2091171428574
52,0.002335947022768869,0.004572904142392711,2564,1932.3873942857144,3840.7618685714283
53,0.002073118314555178,0.002083037409038726,1328,1485.3706060606057,3711.0256499999996
54,0.00212027868085269,0.002096224118558692,1583,1684.5194444444444,4032.2638
55,0.002052975292238809,0.002101583693847901,1553,1702.6965816326533,3758.9429000000005
56,0.002014904274375587,0.0021644218452754123,1563,1859.3015656565656,3747.3320000000003
57,0.001997172021160337,0.002137958992420344,1501,1718.8596464646466,3911.4887
58,0.0021063089045118147,0.004101823136674171,2201,1806.2907428571427,3981.3083514285718
59,0.0022287142036947457,0.004307836117429301,2214,1820.1741342857142,4172.0395314285715
