,rt,ct,de,rl,cl
0,0.0021604600376682764,0.002189121603049692,1673,1729.1476315789475,3827.673150154799
1,0.0021755604352723685,0.0020842929416084234,1618,1863.132286931818,3932.5573011363635
2,0.002303443338145018,0.0021173699510896047,1287,1709.677222222222,3959.9735779816515
3,0.002096231707853698,0.0020835145502976563,1564,1801.668449460255,3964.6711383709526
4,0.0020835993397561557,0.0020469818605960083,1280,1808.6742342342338,4032.1593749999997
5,0.002178008222872057,0.0020778538779361836,1120,1932.0868686868687,4060.422
6,0.002116582816328926,0.00217565673688464,1706,2385.4674617244154,3687.838968573731
7,0.002124656818788047,0.0019608005014728593,1165,1692.4938383838385,4323.062400000001
8,0.0021710008829594622,0.002057628585766517,1190,1564.7061999999999,3976.7326732673273
9,0.002077554766232996,0.001944772441856586,1226,1896.6699029126214,4381.428461538461
10,0.002130594654806301,0.002124650658146808,1690,1903.2837359263049,3855.7052098259983
11,0.002100705617312302,0.002090419718689595,1791,2063.459554695063,4105.704878993224
12,0.0021352821319331593,0.002249808970929549,1582,1928.3288225806452,3878.992354838709
13,0.0020840797687798887,0.002088422726610655,1675,2152.7632282608697,3771.0545108695655
14,0.002172435198730641,0.002156070459791829,1644,1961.835690759378,3673.3077218664225
15,0.002080065813497921,0.002195006980770035,1763,1955.4463855421686,3786.627108433735
16,0.0022022709341585974,0.0021374946765058494,1517,1793.0954519505233,3744.814690770694
17,0.0021441225598592337,0.0020868315827793195,1217,1712.6861788617882,4041.0353225806457
18,0.002193525704874693,0.002083915772081802,997,1564.0906315789473,3761.6389583333334
19,0.0022337474595790544,0.0021144376836816224,1067,1823.3046788990825,3867.970545454545
20,0.0021309320898969812,0.002165385153124587,1514,1608.1473830734965,3652.5160579064586
21,0.001993926241211275,0.0020855229693906405,1687,2110.0970726915525,3956.9944695481336
22,0.0021642876943930825,0.0020591905291221587,1327,1873.0425225225226,4255.116339285714
23,0.0020970818009864566,0.0020083456852243655,1142,1616.2127777777775,4067.4322935779824
24,0.0022493751724303296,0.0022292220931750956,1507,1658.5420129270544,3430.2861034164357
25,0.00208667599174084,0.0020267918905523363,1035,1693.2179999999998,4232.385164835165
26,0.0021913241167094027,0.0021179548771094576,1401,1891.774178082192,3687.125890410959
27,0.002162463659232358,0.0021022541222624736,1619,1851.9143533697631,3755.166630236794
28,0.002082046052467824,0.0021478705000939537,1206,1907.1211382113818,3682.541935483871
29,0.0021246399380100236,0.0020994883696128864,1234,1784.208582677165,3884.5754687500003
30,0.002092493737261187,0.0020986138329896404,1755,2306.8472574626862,4123.017649253731
31,0.0020411448723225297,0.0020631479179131092,1216,1906.0101801801802,4061.594196428571
32,0.0020308553773446805,0.0019740492883669946,1306,1975.906568627451,4540.764563106796
33,0.002170417360472554,0.0021077723984722135,1531,1837.7776931106473,3659.2945824634653
34,0.0022006908872207027,0.002145583638621952,1580,1764.675950044603,3732.4664585191795
35,0.002185415755510631,0.0020573990237428333,1297,1887.7722340425532,3915.9669791666674
36,0.0021761690883369354,0.002059478647315657,1124,1795.944693877551,4067.9657999999995
37,0.002106342549963077,0.002061643363041493,1229,1887.1450467289721,4099.5540740740735
38,0.0021733658192248356,0.0021053439851205363,1537,1878.157119266055,3744.8872293577983
39,0.002066358609035788,0.0019973840775578938,1098,1621.8115909090907,4301.461685393258
40,0.0020319030996790504,0.0020872837242831266,1738,2283.477678737233,4024.3310027855155
41,0.002281972380789478,0.0021676555053576256,1581,1679.774055944056,3572.635244755245
42,0.002212882376373048,0.002119099607808517,1608,2072.8011662817553,3796.5218475750576
43,0.0020474218687409236,0.0021539397382545765,1656,1833.3631880733944,3669.766307339449
44,0.002142218041819447,0.002029279198786595,1085,1818.7391919191919,4112.817549019607
45,0.002056540698060845,0.0020638937313472456,1654,1831.0813225058002,3939.433236658933
46,0.0021759464632973087,0.002098609464751347,1517,1590.4094099051633,3981.117639620654
47,0.002051043060249066,0.002022402369020187,1245,2146.6936697247706,4249.187545454546
48,0.002114202445900445,0.001976492667193818,1149,1795.1214285714284,4323.99347826087
49,0.0021436160804617172,0.002071207015741794,1534,1700.4324070247935,4094.8487809917356
50,0.0020761635167966474,0.002318978409780059,1594,2089.255799601858,3689.572448573325
51,0.0020613437337821164,0.0021054686322025053,1603,2100.0430552952207,3977.2029803186506
52,0.0020918976624665366,0.002132181687515824,1610,1831.072017167382,3647.1054935622315
53,0.0022203018708075355,0.002043287441894737,1461,1602.0878142076501,4168.324546448087
54,0.0020255519851008616,0.002032516488451236,1379,2253.1011650485434,4231.342980769231
55,0.0021997902009259166,0.002131040375941699,1617,1825.3549571836347,3723.3343101807804
56,0.002052070408697221,0.002057703015469346,1291,1909.2546551724135,4087.4979661016946
57,0.002201226187219284,0.0020701324348675458,1491,1669.368205882353,4099.257892156863
58,0.002096992839565908,0.002435906817169333,1668,1714.056931260229,3530.656792144026
59,0.0021186601239342804,0.002140402892029279,1728,2271.619831536388,3977.2506805929916
60,0.0020048189540166506,0.002023891731662555,1142,2153.367052631579,4178.746770833333
61,0.0021079557615048786,0.0019524775630293302,1141,1695.6413541666668,4439.99206185567
62,0.0021290177223521963,0.001978406400689667,1230,1666.7092156862748,4325.4023300970875
63,0.0021534320375952484,0.0021377431295527935,1774,1680.7552952380952,3923.1477047619046
64,0.0021427634838845763,0.002008957011188916,1247,1797.9803157894737,4443.047525773196
65,0.002139268236896395,0.0020596243228387487,1217,1767.972641509434,4224.022685185185
66,0.0020819993177095086,0.0020936327558672718,1620,1907.4137763012181,3880.601550387597
67,0.0021005206243714086,0.00200827872888964,1265,2002.774285714285,4223.299083333333
68,0.002135912697390496,0.0020729001744231672,1201,1901.8322115384615,4118.786666666667
69,0.002012461383959552,0.0020771149356126643,1653,1906.137240461402,4094.977142857143
70,0.0021864761176891927,0.0021418775443439587,1539,1734.1669929453265,3908.1244532627857
71,0.0021368216396374243,0.0020466945114283176,1143,1742.6505454545452,4147.147964601771
72,0.0020676479010325985,0.001937432459304867,1208,1762.8893617021276,4253.232
73,0.002071274633330182,0.0020572910304602694,1242,2056.1085964912286,3956.8794827586207
74,0.0021340836519583195,0.00218059075747276,1586,1612.9068421052632,3772.9541626794253
