,rt,ct,de,rl,cl
75,0.0020563944623195694,0.0020267500334464417,1335,2049.6375247524747,4356.099509803922
76,0.0020831608047730144,0.0021975265212017263,1779,1863.223495217071,4029.8515526122146
77,0.0021148117356919716,0.002106827366971314,1256,1905.5027659574466,3881.8078947368417
78,0.0022077949869626036,0.0022075999923192513,1663,1963.5041639344263,3562.9955327868856
79,0.002092652548716541,0.0020914341678626544,1251,1796.4038181818182,3872.7403603603607
80,0.002164436369795687,0.002068890838117488,1170,1843.0143617021276,3772.9163157894736
81,0.0021717361128702605,0.0019924977230775334,1175,1955.7595789473685,4443.3126041666665
82,0.0021532875072508674,0.0021860200926203115,1659,1959.4009826589595,3804.0055491329485
83,0.0020317311858397374,0.001997401363450072,1177,1937.0005376344088,4325.26305263158
84,0.0021550966740153136,0.002160890650032045,1827,1945.1765670367206,3775.922758326217
85,0.0021297083249285065,0.0021513607465028454,1598,1768.0883628318584,3863.706274336283
86,0.002135544810225532,0.00215911978622256,1320,1699.681717408275,3867.1639422326307
87,0.0021215538937005124,0.0020955918036442023,1530,1836.6079373104146,3949.9596157735086
88,0.002319414066584886,0.002271770831911291,1738,1595.9352474402729,3363.6285665529012
89,0.0022353317381891857,0.0020602200224361013,1108,1542.5067368421055,4004.0388659793816
90,0.002131998026216535,0.0020979316353297458,1714,1991.492300089847,3977.79496855346
91,0.0020847866177636683,0.0020868720238690916,1260,1818.0157264957268,3978.7522881355935
92,0.0021457790321912115,0.002086817899166936,1537,1782.8135597484277,3860.5707169811317
93,0.002137517094167052,0.0021089694986018317,1580,1756.7847537688442,3958.773527638191
94,0.002197153684980529,0.002062102751639448,1677,2085.561664876477,4085.699011815252
95,0.0021226355188899665,0.0021381179150447094,1545,2038.9621485623006,3778.0050878594243
96,0.0021157841036167258,0.002219553631852586,1644,1864.1085042735044,3698.9913504273513
97,0.0021556964666396617,0.0021333513690825175,1593,1614.130742481203,3752.828317669173
98,0.002145601980600135,0.0020654624476734887,1117,1649.8295098039214,3958.664854368932
99,0.00219629561521626,0.0020788921659917192,1129,1564.3164077669903,4203.1760952380955
