,rt,ct,de,lr,lc
0,0.0024413152671214243,0.003774817069382682,2117,1852.65571,4733.89546
1,0.0022946457816853724,0.003766057356756936,2158,2045.2207800000003,4731.61563
2,0.002347706320233347,0.003417315775658347,2172,2111.00695959596,5127.27729
3,0.0023280027676743555,0.0036270183585405073,2228,2230.24565,4867.184050000001
4,0.0025398442033947918,0.003697157704730178,2241,1660.6898585858585,4779.266320000001
5,0.0023178441127511785,0.0038796235160417185,2328,1980.7906734693875,4756.09213
6,0.002393791072446161,0.003701521206945958,2307,1993.7252142857142,4849.722360000001
7,0.0025604651400927382,0.0036014757363783735,2122,1864.342383838384,4822.717390000001
8,0.002460651918370819,0.0035183484814485166,2201,2142.60934,5048.41229
9,0.002269773430204926,0.0033736827925939794,2204,1680.8867575757574,5155.67205
10,0.002367672023314178,0.003868320604572463,2155,1629.8324242424242,4396.385359999999
11,0.00234258568692417,0.0035193526677701546,2181,2074.6318865979383,4928.53493
12,0.002387563783829559,0.003617800594719629,2266,2102.55797979798,4875.74026
13,0.0024400541765256575,0.003693627999875219,2191,1671.0474489795918,4678.116869999999
14,0.002423582114700171,0.0037122396523590097,2142,2098.7158,4876.98959
15,0.002417850484451531,0.003781570282638632,2361,2016.3920500000002,4694.79816
16,0.0024114238848305723,0.00359769198249941,2330,2149.60908,4808.52166
17,0.002265962849425943,0.003378728236128351,2187,1955.6878163265308,5300.65445
18,0.002306592897706795,0.0034949238071717006,2177,1991.2866060606063,5024.471519999999
19,0.0024719153633955904,0.0037374032620467864,2243,1887.77077,4756.07855
20,0.002390829964955467,0.003787958985885963,2098,1632.0860510204081,4661.9345
21,0.002325662788377632,0.00362028043688216,2144,2064.32101010101,4980.293460000001
22,0.0023273252689123927,0.0037016271851723665,2104,1860.6097857142856,4684.94456
23,0.0027147245367448477,0.0037265655750527166,2162,1635.7017653061225,4794.44917
24,0.0022967162754045454,0.0033648548104412493,2290,2037.9584949494952,5164.51744
25,0.0024115486701846126,0.0035377579798480828,2176,1865.394616161616,4909.88559
26,0.0023865191927336295,0.0034268651843805506,2239,1910.9063838383838,4880.49637
27,0.0025495304528140006,0.003567302181179907,2172,1773.2057878787878,4990.577689999999
28,0.0024579771563793557,0.003645190850439032,2219,1993.693857142857,4892.7770900000005
29,0.002305074297043542,0.0036449507769488617,2392,2084.5427799999998,4945.65175
30,0.002437034869839752,0.0035503887359691314,2264,2077.323357142857,4909.15046
31,0.0023072357438469098,0.0037963791610663,2305,1912.037163265306,4518.6973499999995
32,0.0023546678889062684,0.0036165457272442497,2326,1864.4832626262628,4936.93776
33,0.002399238743606027,0.0036000412840703844,2186,2064.650292929293,4876.76933
