,rt,ct,de,rl,cl
0,0.001996144792754495,0.0022837112726539414,828,1556.1929078014184,2858.6475352112675
1,0.002239548658693569,0.002226170637805773,834,1594.9487068965518,2929.3247499999998
2,0.002211488644673209,0.003390902039441613,974,1534.05266620014,2896.141399580126
3,0.002077417760193457,0.0022224948418954242,911,1705.3985517241379,2881.5754109589043
4,0.0021422965235321405,0.004070485051238041,1017,1437.5182468694095,2616.239552772809
5,0.002125352159296932,0.0022078871752439343,738,1324.4233333333332,3011.1472580645163
6,0.002191076371947891,0.003998717528419346,933,1345.308215590743,2451.077758830694
7,0.002059684862271872,0.0022906188507599307,805,1453.4719863013702,2942.1282993197287
8,0.002275587299643266,0.00425946883870526,1084,1483.7659894921192,2191.9922183304143
9,0.00206400456910867,0.0022482336977580736,914,1991.038,2890.158299319728
10,0.0021135364617939673,0.002725569771526157,967,1419.7222620016275,2499.6055410903177
11,0.0022257702906095366,0.0023973137321093244,862,1345.9459154929577,2814.063356643356
12,0.002090552555718637,0.004242016219759585,1088,1555.3049818181817,2741.3289298701297
13,0.002202767065323194,0.004596299970984906,1106,1529.5117907995618,2570.438242059146
14,0.0021771784254899207,0.002226934248189883,850,1426.9230985915492,3270.856433566433
15,0.0022121037631163748,0.0024987544889821483,939,1391.3513888888888,2908.7726822916666
16,0.002245523817021947,0.004328664232736727,1088,1453.8012908496733,2722.662559912854
17,0.002147916764925954,0.002127672853713394,803,1411.1921008403358,3029.1970161290324
18,0.0021311391429686805,0.0021162413093386567,826,1416.9153174603173,3171.2569767441864
19,0.0021320676852302095,0.0023647865398019547,858,1437.112957746479,2728.0940559440555
20,0.0021764323165021646,0.0042421616659888625,1051,1609.4160144553434,2214.894398554465
21,0.0023514643398066387,0.004588491011185347,1095,1466.080424343942,2907.449609156896
22,0.0022010533842619444,0.003879583168791837,1052,1431.6270588235293,2512.576395617071
23,0.0021131877905120316,0.002247257231356455,811,1356.781742424242,2841.498208955224
24,0.0020429574391375373,0.003223891186406895,1084,1513.6212868117798,2685.200877080666
25,0.0021383626729666837,0.004028807731302221,1159,1549.6023588456715,2684.972452948557
26,0.002105028249879416,0.0022396455198171023,757,1388.5433333333333,2842.714552845528
