,rt,ct,de,lr,lc
0,0.0031708602640955533,0.004945361057820669,1014,1417.0962268041237,3062.73085
1,0.00310301041492067,0.004807522845356789,1147,1400.0744399999999,3027.82877
2,0.003431009596473156,0.005023255468003372,1044,1324.6606224489797,3078.2621200000003
3,0.0032542906206132973,0.0052325559822922795,1215,1541.0968686868687,3057.5443099999998
4,0.003301260254713314,0.0049330345008565665,1080,1354.1260808080808,3027.1003499999997
5,0.003011339756031536,0.004848647566009952,1123,1525.37769,3213.1258599999996
6,0.003270444565100775,0.005709418272675052,1067,1430.0412222222224,2746.37583
7,0.003376961169488295,0.005625577224197003,1027,1268.90301,2864.1717700000004
8,0.00350006109583521,0.004970874220911508,1115,1434.9365100000002,3093.6359199999997
9,0.0033388828099554955,0.005125140807432376,1241,1473.2338099999997,3169.89349
10,0.003481135760301652,0.005205068430044009,1132,1306.430515151515,2990.86261
11,0.0031878811361879837,0.0052176933078331884,1102,1381.005111111111,2919.981
12,0.003140430050652321,0.004657585038991155,1098,1475.4101799999999,3156.00406
13,0.0032857977846903015,0.005549283879480012,983,1349.9514100000001,2958.0539900000003
14,0.0033355196695518093,0.005552772522805781,1140,1495.6543917525773,2841.7943499999997
15,0.0030977603547694367,0.005122482216189137,1049,1427.49579,2828.54902
16,0.0032974739851298774,0.004922169053708212,1104,1400.8974099999998,3123.6571100000006
17,0.003009808513413821,0.004677928126488727,1103,1420.51798989899,3292.1974499999997
18,0.002992381849993315,0.005126438943074604,1079,1453.07688,2965.34508
19,0.003254499255789118,0.005126976832672217,1180,1377.983,3145.94352
20,0.003369667437327904,0.005198205677319697,1176,1492.6600499999997,2858.70326
21,0.002986808720248928,0.004941805806923881,1105,1458.2604040404042,3070.04396
22,0.003468354763138716,0.005120641643579948,986,1334.9932653061223,2889.74288
23,0.0030871845448705807,0.0046181615639339195,1063,1347.1301899999999,3261.67409
24,0.0031756595069562382,0.005329626239736002,1049,1261.20192,2906.2209199999998
25,0.00354239013218056,0.004950130424538107,1111,1321.3450909090911,3192.2800300000004
26,0.0030714294575958875,0.004943792886330274,1197,1477.285202020202,3159.85129
27,0.003274820560515189,0.005211675186461204,1042,1392.42476,3003.02653
28,0.002905155497231134,0.004856148616390533,1151,1505.7084081632654,3171.82685
29,0.0029537145364377415,0.005342723853778354,1211,1406.3161515151514,2928.01738
30,0.003244209729404233,0.0051355476195937945,1034,1257.1319292929293,2876.85247
31,0.0033418004610011667,0.0052115334076606205,978,1352.2191340206186,2992.1249500000004
32,0.0032374891070793437,0.00465664665233107,1069,1342.1125353535356,3305.5799300000003
33,0.0030764096428882387,0.004702519672697489,1086,1402.8099292929294,3192.03054
34,0.0036395672205290445,0.005605379678081612,1152,1466.1327575757575,2935.15594
35,0.003219338985687656,0.00517280112204901,1073,1302.5637857142858,2907.1033500000003
36,0.0034036635990903077,0.005045324199268096,1111,1427.0693899999999,3067.8754499999995
37,0.0031730800061595607,0.005111791717332569,1112,1250.759887755102,3040.1117299999996
38,0.0034952686542150313,0.005246375941514077,1076,1470.8113500000002,3192.82123
39,0.0031117530718380044,0.0046296526306266895,1094,1285.5823599999999,3191.69764
40,0.003070703482893451,0.005024769559269973,1208,1294.5409696969698,3038.04867
41,0.003310151228629015,0.00477412923549244,983,1373.143414141414,3081.57008
42,0.003148201532206895,0.005127364194965871,1057,1335.5132346938776,3011.7847
43,0.00362250228193169,0.005294789453076517,950,1187.680551020408,2890.9199199999994
44,0.0031965029619511415,0.0050486303608130115,1098,1291.7443195876288,3071.07579
45,0.0030718810489702725,0.004950459190319044,1222,1652.98973,3243.03599
46,0.0030868279561355027,0.004799092850155298,1087,1325.6587272727274,3019.69193
47,0.003183289012727782,0.005308403644818347,1150,1444.744969387755,2995.1550700000003
48,0.0030806084780218243,0.005069720604850745,1138,1364.2848163265307,2997.75715
49,0.0031993212402183966,0.005277974739862857,1168,1543.023515151515,2938.9336799999996
50,0.003385674874947614,0.0050377960328665105,1099,1204.3726666666666,3083.62208
51,0.003115947841555371,0.00499317563786869,985,1380.7233469387754,2900.65028
52,0.0034504664241007082,0.005364846294973001,1012,1411.4917799999998,2962.87208
53,0.0029297343906933442,0.004952462292532934,1138,1441.1564226804123,2994.37593
54,0.0031606407603161166,0.004950951104402345,1230,1597.223707070707,3058.6294500000004
55,0.0033706558932414853,0.0054259414293562755,1079,1344.90917,2982.06038
56,0.0034126833326084374,0.005310017188698055,1140,1427.1596363636363,2960.47534
57,0.0032504197930759535,0.00530722943875466,1018,1411.9075,2650.8504800000005
58,0.0029115334916810075,0.004606657706919374,1083,1366.3518585858585,3312.64224
59,0.003367050962919615,0.0049435067823853365,1006,1256.5192424242425,3219.8152600000003
60,0.003269074561766749,0.005227789553411011,1028,1470.8058749999998,2909.9123099999997
61,0.003678146193152558,0.005513850125152363,1094,1371.393404040404,2962.99803
62,0.0033574336524254456,0.005001266214454113,1077,1513.91109,3220.2796100000005
63,0.0032764587252006034,0.005046030827517498,1150,1351.83076,3190.6405499999996
64,0.0030872091315618717,0.004891743136243411,1141,1512.791443298969,3189.09604
65,0.003536980960849985,0.004937647632288542,1075,1400.6387142857143,3092.6590699999997
66,0.0032408202224062724,0.005099147932826611,1081,1508.2976363636365,3091.12453
67,0.0033939425926669043,0.00531320389886252,1178,1225.5798599999998,2872.33016
68,0.003175715909823512,0.004995119158793195,1099,1485.70339,2856.3535300000003
69,0.00276483094804788,0.004715293670698927,1162,1327.125616161616,3113.19376
70,0.003303836957498538,0.005086951734100366,1085,1369.3975204081632,3127.4574199999997
71,0.003298870298963153,0.004916394510038503,985,1337.4682323232323,3129.45006
72,0.0031842024469517964,0.00479564061553055,1143,1372.94575,3091.77412
73,0.0031701743252310656,0.0049325498473372295,1028,1215.26263,3182.0227400000003
74,0.003132953343847982,0.005106506853672606,1022,1435.6179595959595,2969.78866
75,0.0033307949921660652,0.00547329931476587,1087,1457.8358080808082,2868.49179
76,0.0031119067825872353,0.005112170988150354,1100,1340.55267,2995.25625
77,0.003342247268296555,0.005180104081959456,1195,1439.0550404040405,3039.2953899999998
78,0.0032696671439037452,0.004801718760985965,1174,1383.14897,2987.0215700000003
79,0.0031806949881239607,0.0048333558410951424,1170,1490.8128282828284,2990.1174300000002
80,0.0029713723163221338,0.005031121917472852,1009,1225.3654646464647,2965.9034699999997
81,0.0029673987284529325,0.004744826285968963,1099,1431.8556161616161,3098.87332
82,0.0030946276886024662,0.004835609744638369,1082,1418.5680505050505,3416.4364
83,0.0031726339229769225,0.005242814522878414,1132,1472.2987999999998,2942.8207599999996
84,0.0031990726480466514,0.004753819292233522,1046,1458.6855918367346,3100.13144
85,0.003516386873268933,0.005097639708644955,1228,1615.9780606060606,2925.79408
86,0.0030073207152716314,0.0045724716329666616,1115,1388.6921326530612,3290.39151
87,0.00309043766623299,0.00486983770160421,1146,1413.2950808080807,3161.8922900000002
88,0.0033681694772573524,0.005094919986832923,1092,1265.1679,3025.1279799999993
89,0.0030434445693677133,0.004889182165694026,1113,1416.81158,3075.9702
90,0.0030199283404078376,0.004835538889495707,1183,1585.3217395833335,3210.96189
91,0.003273248650680976,0.005233756893341983,1157,1362.5333737373737,2933.5528799999997
92,0.0031750060403283103,0.004500925944806979,1094,1451.829581632653,3409.62521
93,0.003237636269863937,0.0051685140671250945,1117,1280.75292,2945.6008500000003
94,0.0033056253709774267,0.004937486076404531,1160,1528.97031,3026.1225299999996
95,0.003074943445578567,0.00500972608268294,1124,1340.5579696969698,3137.87014
96,0.003124231169160526,0.004917330437111001,1057,1324.7042040816327,3145.12212
97,0.003280708620297934,0.005224192388719785,1017,1424.9292142857141,2964.44796
98,0.0031999329923373065,0.005264726349816748,1126,1326.8146632653063,2849.01616
99,0.003313635728906503,0.004987300116104293,1112,1420.0623434343436,3041.3423100000005
