,rt,ct,de,lr,lc
0,3.5151952380952385,15.901995238095237,2331,1818.03808,4681.374811428572
1,3.899552380952381,17.94885238095238,2324,2036.71588,4754.165797142857
2,3.9725619047619047,17.111023809523807,2461,2229.279611428571,4840.77758
3,3.841790476190476,16.518533333333334,2416,2136.4146457142856,5004.1833799999995
4,3.685347619047619,16.799833333333336,2342,2082.5547457142857,4839.981671428572
5,3.780561904761905,16.576790476190475,2603,2019.672402857143,4682.1829771428565
6,3.9469714285714286,16.446361904761904,2612,2149.8946657142856,4793.9010314285715
7,3.636652380952381,16.461790476190476,2515,1882.5406514285714,4723.340668571429
8,3.8255761904761902,17.520566666666667,2632,2062.8926057142858,4933.906137142857
9,3.5630428571428574,16.784799999999997,2433,1990.6875171428571,5012.272722857143
10,3.4339523809523804,16.86728571428571,2403,1753.5866342857146,5015.781891428572
11,3.807376190476191,16.528642857142856,2555,2075.100265714286,4903.566122857143
12,3.997647619047619,16.897561904761904,2456,2157.4134799999997,4958.29402
13,3.6241333333333334,16.5874,2439,2090.66844,4956.736197142856
14,3.917552380952381,16.74797142857143,2407,2156.4480914285714,5132.431197142858
15,3.4537619047619046,16.433219047619048,2478,1760.9996714285712,4899.15722
16,3.408247619047619,16.382852380952382,2307,1760.1107057142856,4999.473625714285
17,3.489690476190476,15.690614285714286,2509,1689.82422,4500.0586514285715
18,4.001290476190476,16.83174285714286,2438,1931.067582857143,4702.646534285715
19,3.7243380952380956,16.187114285714284,2430,2013.0516485714284,4839.248577142857
20,3.7995,16.694942857142856,2413,2022.7948657142858,5066.56102
21,3.488319047619047,16.521342857142855,2549,1818.8373057142858,5095.359839999999
22,3.8859285714285714,16.536447619047618,2436,2283.3175514285717,5140.882505714286
23,3.3553095238095234,16.245090476190477,2299,1730.564705714286,4506.580674285714
24,3.7321952380952386,16.65427619047619,2495,1974.7602342857142,4946.7192457142855
25,3.652819047619048,16.618776190476193,2570,1985.581871428571,5002.103442857143
26,3.4705285714285714,16.707304761904762,2395,1771.3306142857143,4752.103668571429
27,3.5685857142857142,16.28204761904762,2339,1777.5788657142857,4608.668588571429
28,3.9691,16.87222380952381,2462,1884.7268542857144,4811.539085714286
29,3.616704761904762,16.569614285714287,2444,1920.83712,4741.6157971428565
30,3.3990714285714287,16.03222380952381,2231,1630.2169057142858,4556.286548571429
31,3.750690476190476,16.79894761904762,2497,1764.4269085714284,4815.834782857142
32,4.009133333333334,17.386795238095235,2487,2220.3904657142857,5095.572819999999
33,3.4257142857142857,16.688871428571428,2273,1704.3137885714284,4790.9436857142855
34,3.493980952380952,16.23554761904762,2454,1854.4553171428572,4701.120977142858
35,3.775190476190476,16.50572380952381,2501,2098.290585714286,4603.442705714286
36,3.6999571428571425,16.368333333333336,2474,1891.9842114285716,4560.198508571429
37,4.005380952380952,17.054219047619046,2518,2255.300625714286,4930.839794285715
38,3.6478190476190475,16.57082380952381,2446,1933.688082857143,4986.267111428571
39,3.4170714285714285,16.709933333333332,2411,1736.0568285714287,4992.709808571428
40,3.3955428571428574,16.662409523809526,2429,1782.6724771428571,4972.741531428571
41,3.7756999999999996,17.61355238095238,2509,1969.70078,4849.304971428571
42,3.8811809523809524,16.94297619047619,2483,2023.094862857143,4793.801942857143
43,3.535271428571429,16.450133333333333,2256,1750.9247685714283,4700.712114285714
44,3.6098190476190477,16.03717142857143,2459,1980.1353142857142,4810.863525714286
45,3.3203428571428573,16.791771428571426,2311,1735.3898657142859,4993.633637142857
46,3.6365809523809522,15.672495238095237,2393,1999.7349285714286,4615.105154285714
47,3.459504761904762,15.831961904761902,2338,1782.2321114285714,4593.158374285714
48,3.821085714285714,16.308380952380954,2525,2071.796862857143,4692.067905714286
49,3.400357142857143,16.692095238095238,2388,1730.3846485714284,4738.381382857142
50,3.5212142857142856,16.939785714285716,2435,1838.1436171428572,4803.307905714286
51,3.7390523809523812,16.12781904761905,2492,2016.1973342857143,4848.664302857143
52,3.7736666666666663,16.777861904761902,2418,1804.8762142857142,4856.949065714286
53,3.492852380952381,16.690809523809524,2583,1829.8430228571428,4930.472731428572
54,3.6590476190476187,16.489942857142857,2576,2016.8371485714285,4853.427037142858
55,3.4614904761904763,15.74877142857143,2388,1804.6061485714285,4488.602762857143
56,3.7168857142857137,16.952161904761905,2526,2028.0118428571432,5069.563262857143
57,3.4928857142857144,16.1406,2362,1806.0762314285716,4609.1123342857145
58,3.3977190476190477,15.798847619047617,2495,1888.7245542857142,4751.816197142857
59,3.686661904761905,16.79942857142857,2421,1818.6652114285714,4921.208482857143
60,3.3095333333333334,15.990404761904763,2328,1554.9062028571432,4636.24468
61,3.7921619047619046,16.67400476190476,2619,1992.790762857143,4885.031437142858
62,3.3398523809523812,16.674742857142856,2462,1679.33716,4756.507534285714
63,3.2946190476190473,16.430276190476192,2426,1703.3355571428572,4978.395411428572
64,3.7710047619047624,16.83385714285714,2336,2019.5560371428573,4993.224388571429
65,3.7640714285714285,17.10609523809524,2358,2031.107762857143,5090.946425714286
66,3.486838095238095,15.913823809523809,2434,1727.6277028571428,4674.734834285715
67,3.5511333333333335,15.746342857142857,2331,1678.3026142857143,4372.244868571429
68,3.725747619047619,17.167509523809525,2487,1961.7272600000001,4860.520128571429
69,3.5485476190476195,16.337790476190477,2323,1944.3805857142859,4933.499645714285
70,3.6421761904761905,16.322095238095237,2341,1882.674737142857,4840.6089114285705
71,3.759728571428571,16.562190476190477,2415,2186.5577914285714,5051.2816571428575
72,4.033847619047619,16.533719047619048,2624,2139.0429085714286,4876.239371428571
73,3.629714285714286,16.295404761904763,2569,1812.013502857143,4640.006228571428
74,3.4976333333333334,16.523780952380953,2401,1875.4550742857143,5106.382125714285
75,3.771728571428571,16.3210619047619,2413,1902.3921371428573,4950.55252
76,3.413752380952381,16.17907142857143,2452,1672.706977142857,4593.977668571429
77,3.8874666666666666,16.534357142857143,2456,2027.33314,4747.620482857142
78,3.851180952380953,16.50517142857143,2524,2173.516337142857,4906.242605714286
79,3.664538095238095,16.906728571428573,2416,1850.7107285714285,4968.027174285714
80,3.6317476190476192,16.185471428571425,2331,1973.119097142857,4770.962688571429
81,3.9703285714285714,17.058909523809525,2579,2016.3530457142858,4702.6015
82,3.9868523809523806,16.549319047619047,2465,1992.0814257142858,4704.160994285714
83,3.5363190476190476,17.16975238095238,2427,1901.4470914285714,5253.722582857143
84,3.3124666666666673,16.22125238095238,2439,1648.594237142857,4659.262762857144
85,3.848442857142857,16.30877619047619,2475,2168.4901,4814.88444
86,3.408852380952381,16.83321904761905,2378,1810.8120114285716,4829.018117142858
87,3.617895238095238,15.891204761904762,2435,1858.9108285714287,4612.275277142857
88,3.4095095238095237,15.99092380952381,2536,1773.8053942857143,4708.441794285714
89,3.502357142857143,16.09644761904762,2335,1687.4723199999999,4345.505888571429
