,rt,ct,de,rl,cl
0,0.0018637175456952834,0.0020823099996604014,1355,1854.2541337386021,3835.2433434650457
1,0.0018869382348499887,0.0022022422788996114,1610,2329.3048102564103,3280.632553846154
2,0.0020922347517143983,0.002737255777267741,1549,1680.0073872472783,3082.5427838258165
3,0.002053582403819506,0.002206781066225378,1552,1928.2250918367345,3214.441581632653
4,0.002012524573785557,0.00212844904477465,1460,1575.2336419753087,3326.1126131687247
5,0.0021355099502590475,0.0021270469293864975,933,1436.4487640449438,3412.497888888888
6,0.002118344379727044,0.0021086510127877865,1082,1396.3385263157895,3501.5951041666667
7,0.0020301105194474966,0.002188731145011707,1529,1804.010898203593,3172.4379401197607
8,0.0020776175969809676,0.0022230393910145215,1402,1699.1806932773109,3126.100976890756
9,0.001964140061287127,0.002153388126441233,1528,1798.2713196125906,3214.8874092009687
10,0.0020114469508023328,0.002294021097272957,1542,1894.88863317757,2935.7982593457946
11,0.0020478260088548765,0.002212152373151919,1389,1512.9365832290364,3083.9796370463077
12,0.002011523058827883,0.00209681087250141,1691,1668.0542489711934,3542.5450925925925
13,0.002126906036523633,0.0024466219705022245,1444,1691.9202815768303,3175.796950925181
14,0.0020314283722047406,0.0021723073404976974,1373,2105.62916909621,3018.645976676385
15,0.0020969359864850194,0.0021481678524522523,1169,1807.4740000000002,3434.1488118811885
16,0.0021226189997658935,0.0020100291478382082,1059,1573.2782022471908,3814.224222222222
17,0.002167940548959317,0.0020679916310828456,1052,1587.2099999999996,3578.563789473684
18,0.001921935052502939,0.0021490982903871326,1448,1995.9414485981308,3141.6934579439253
19,0.0019032358935640995,0.002157723761101358,1097,1877.5966666666666,3378.156893203883
20,0.0020823736608125447,0.0021302589994312802,1225,1669.0420000000001,3462.2108490566034
21,0.0021049460636019856,0.0021738906091116595,1138,1673.7041052631578,3390.611666666666
22,0.0019628844188112546,0.002282577140086045,1530,2012.237358834244,3298.3165755919854
23,0.00213002538825521,0.002086713246249874,1080,1633.849247311828,3479.3628723404254
24,0.0020867691720119633,0.00231063437805167,1491,1542.0592280701755,3121.882605263158
25,0.002028191705839832,0.002210247952289579,1496,1646.1797669491527,3338.626419491525
26,0.0021170133950179602,0.0021351266753506,1117,1649.6569306930694,3610.586796116505
27,0.0019620847479810103,0.0022231899228853597,1571,1939.5385447761194,3342.3084514925376
28,0.002103972682263556,0.0022294449802392974,1478,1679.2524170124482,3180.197614107884
29,0.0020120053867386965,0.0022206925723531443,1441,1829.3933115183247,3067.8335994764398
30,0.0021678479424242355,0.0022759082521730065,1464,1462.8374319419236,3192.7851814882033
